56.85	97.95	97.95	96.76	96.76
52.67	95.63	95.63	96.36	96.36
63.06	88.76	88.76	87.60	87.60
93.40	84.80	84.80	84.80	84.80
58.55	92.09	92.09	91.20	91.20
66.25	98.76	98.76	92.40	92.40
55.10	94.59	94.59	97.60	97.60
58.90	92.91	92.91	92.40	92.40
53.60	98.42	98.42	99.60	99.60
91.16	100.00	100.00	99.60	99.60
45.49	93.46	93.46	97.20	97.20
62.92	94.12	94.12	95.60	95.60
52.08	94.47	94.47	96.00	96.00
50.21	82.99	82.99	94.00	94.00
39.42	77.61	77.61	84.36	84.36
85.22	93.50	93.50	94.65	94.65
32.05	98.31	98.31	91.36	91.36
45.24	79.55	79.55	85.60	85.60
41.07	85.50	85.50	89.71	89.71
39.64	83.46	83.46	86.42	86.42
46.61	99.48	99.48	37.76	37.76
74.46	94.45	94.45	37.88	37.88
48.63	99.48	99.48	37.80	37.80
49.64	98.66	98.66	37.64	37.64
48.48	98.33	98.33	37.60	37.60
51.56	93.11	93.11	35.48	35.48
38.89	88.10	100.00	36.33	100.00
55.50	94.81	100.00	95.04	100.00
37.53	90.26	90.26	77.26	77.26
39.48	88.78	88.78	77.78	77.78
37.58	94.72	100.00	83.51	100.00
33.26	86.21	86.21	89.29	89.29
42.43	89.55	89.55	92.88	92.88
78.51	99.83	99.83	99.83	99.83
42.24	93.43	93.43	91.86	91.86
45.28	95.40	95.40	88.64	88.64
39.65	97.44	97.44	96.44	96.44
39.78	98.02	98.02	97.54	97.54
44.72	93.91	93.91	84.72	84.72
57.67	95.24	95.24	86.32	86.32
39.36	87.65	87.65	98.05	98.05
42.06	93.18	100.00	85.61	100.00
31.12	98.31	100.00	97.86	100.00
37.11	93.54	100.00	98.64	100.00
50.86	71.82	71.82	71.84	71.84
82.25	97.43	97.43	79.30	79.30
53.02	90.93	90.93	74.95	74.95
51.83	90.98	90.98	78.38	78.38
55.52	83.37	83.37	70.60	70.60
55.46	77.88	77.88	71.43	71.43
52.12	77.83	77.83	87.91	87.91
88.83	100.00	100.00	98.35	98.35
50.58	80.37	80.37	90.11	90.11
58.13	78.05	78.05	86.81	86.81
50.34	73.87	73.87	80.77	80.77
56.62	63.85	63.85	74.73	74.73
37.53	99.38	99.38	97.71	97.71
43.95	96.31	96.31	95.19	95.19
37.86	86.64	86.64	97.71	97.71
43.49	80.44	80.44	90.16	90.16
45.15	77.03	77.03	86.04	86.04
43.29	66.39	66.39	86.27	86.27
46.58	98.01	100.00	98.07	90.47
62.27	100.00	100.00	99.71	99.71
43.78	99.57	99.57	99.14	99.14
48.86	98.42	98.42	98.29	98.29
47.27	98.15	98.15	98.00	98.00
46.47	97.47	97.47	97.22	97.22
66.34	94.42	94.42	95.29	95.29
92.22	100.00	100.00	99.76	99.76
60.95	94.72	94.72	94.12	94.12
59.87	90.72	90.72	72.71	72.71
48.40	91.63	91.63	92.94	92.94
36.13	94.01	94.01	92.24	92.24
54.70	99.17	99.17	99.16	99.16
81.08	98.10	98.10	97.48	97.48
51.94	97.25	97.25	95.80	95.80
59.70	96.70	96.70	97.06	97.06
34.34	86.25	100.00	89.29	100.00
54.98	78.06	78.06	82.77	82.77
55.60	88.49	88.49	86.74	86.74
55.91	99.56	100.00	98.67	100.00
52.31	86.90	86.90	63.49	63.49
60.75	92.60	92.60	94.48	94.48
47.67	99.50	99.50	87.40	87.40
46.98	89.20	89.20	85.75	85.75
61.54	99.06	99.06	99.39	99.39
83.79	100.00	100.00	99.69	99.69
55.62	98.46	98.46	99.39	99.39
45.64	100.00	100.00	98.77	100.00
41.23	100.00	100.00	98.77	100.00
45.06	97.49	97.49	98.16	98.16
48.98	99.59	99.59	76.19	76.19
77.76	99.79	99.79	76.98	76.98
48.54	92.91	92.91	74.29	74.29
48.72	98.25	98.25	74.92	74.92
49.58	96.41	96.41	74.13	74.13
51.67	72.95	72.95	51.90	51.90
44.42	99.01	99.01	97.71	97.71
73.74	99.25	99.25	99.81	99.81
40.19	95.87	95.87	97.71	97.71
45.09	99.21	99.21	97.71	97.71
26.67	93.24	93.24	90.86	90.86
37.50	29.22	29.22	27.81	27.81
37.86	93.89	93.89	98.87	98.87
73.18	99.44	99.44	99.10	99.10
32.90	94.49	94.49	98.87	98.87
43.37	95.76	95.76	99.66	99.66
42.11	98.13	98.13	98.65	98.65
41.87	91.98	91.98	99.10	99.10
51.47	100.00	93.92	99.92	95.15
82.92	100.00	100.00	99.92	99.92
47.05	99.51	92.90	99.51	93.49
56.05	100.00	100.00	99.92	99.92
46.04	99.42	99.42	99.18	99.18
41.58	99.50	99.50	99.26	99.26
42.09	93.84	93.84	14.24	14.24
71.43	95.10	95.10	15.44	15.44
40.13	90.29	90.29	14.77	14.77
41.87	92.60	92.60	14.81	14.81
41.02	85.00	85.00	14.87	14.87
35.95	77.69	91.44	14.27	84.74
30.77	96.67	96.67	98.17	98.17
68.89	99.77	99.77	99.54	99.54
25.52	94.99	94.99	95.64	95.64
35.58	96.22	96.22	94.95	94.95
29.45	96.36	96.36	96.10	96.10
31.36	98.26	98.26	97.02	97.02
38.31	97.20	97.20	98.04	98.04
78.45	99.84	99.84	99.35	99.35
34.53	99.50	99.50	99.02	99.02
39.48	99.83	99.83	99.51	99.51
33.33	100.00	100.00	99.67	99.67
31.21	100.00	100.00	99.84	99.84
69.82	97.94	97.94	92.03	92.03
88.89	100.00	100.00	99.76	99.76
67.98	94.78	94.78	92.03	92.03
73.04	93.86	93.86	92.03	92.03
70.87	97.19	97.19	92.25	92.25
64.30	96.20	96.20	92.25	92.25
69.52	99.50	99.50	96.23	96.23
80.10	96.08	96.08	94.88	94.88
78.78	95.28	77.69	90.30	100.00
68.59	96.84	96.84	96.23	96.23
64.14	96.95	96.95	92.18	92.18
59.25	93.48	93.48	89.37	89.37
72.43	94.10	94.10	41.68	41.68
92.92	99.30	99.30	44.86	44.86
70.85	93.65	93.65	41.78	41.78
75.64	91.12	91.12	41.78	41.78
72.35	93.32	93.32	42.96	42.96
66.84	88.57	88.57	41.36	41.36
64.53	73.96	73.96	62.52	62.52
74.06	86.78	86.78	65.38	65.38
63.58	70.76	70.76	58.15	58.15
64.46	79.78	79.78	61.01	61.01
58.90	82.15	82.15	63.36	63.36
55.91	63.90	63.90	58.15	58.15
59.53	74.35	74.35	84.52	84.52
84.88	92.42	92.42	52.93	52.93
54.82	75.58	75.58	69.80	69.80
61.48	70.20	70.20	85.12	85.12
63.72	82.00	82.00	88.10	88.10
66.04	77.66	77.66	83.73	83.73
46.94	65.99	65.99	36.61	36.61
73.35	80.55	80.55	41.37	41.37
34.51	71.08	71.08	38.99	38.99
50.13	80.24	80.24	36.80	36.80
45.76	78.79	78.79	36.61	36.61
40.73	86.35	86.35	44.80	44.80
39.56	86.79	86.79	42.06	42.06
70.86	91.37	91.37	47.55	47.55
32.61	78.08	78.08	41.98	41.98
40.87	89.21	89.21	42.15	42.15
39.62	94.62	94.62	45.27	45.27
37.29	95.96	95.96	45.44	45.44
64.66	98.15	98.15	99.25	99.25
91.23	100.00	100.00	99.81	99.81
65.23	97.79	97.79	99.25	99.25
69.62	97.97	97.97	98.70	98.70
63.30	97.80	97.80	98.88	98.88
56.88	95.37	95.37	98.51	98.51
65.78	98.50	98.50	98.88	98.88
91.57	99.44	99.44	99.81	99.81
60.04	96.67	96.67	97.57	97.57
66.99	95.73	95.73	96.64	96.64
62.55	98.29	98.29	96.82	96.82
58.60	99.24	99.24	98.50	98.50
62.71	98.50	98.50	98.32	98.32
89.91	100.00	100.00	99.81	99.81
59.85	99.07	99.07	99.44	99.44
63.45	98.49	98.49	98.32	98.32
60.23	98.88	98.88	99.07	99.07
54.31	99.63	99.63	99.81	99.81
65.01	95.81	95.81	85.64	85.64
92.55	96.41	96.41	95.21	95.21
61.02	98.13	98.13	93.97	93.97
67.80	96.69	96.69	93.62	93.62
63.71	94.09	94.09	93.09	93.09
58.06	98.55	98.55	96.63	96.63
46.01	98.09	98.09	98.35	98.35
82.63	99.24	99.24	96.15	96.15
44.05	99.15	99.15	99.82	99.82
50.48	94.53	94.53	95.23	95.23
44.53	94.51	94.51	94.50	94.50
44.53	94.37	94.37	94.68	94.68
64.81	99.77	99.77	81.63	81.63
90.13	100.00	100.00	99.81	99.81
62.96	97.92	97.92	98.30	98.30
70.75	97.76	97.76	99.05	99.05
67.69	98.48	98.48	98.48	98.48
64.09	98.10	98.10	97.92	97.92
61.02	95.96	95.96	94.43	94.43
89.75	100.00	100.00	99.82	99.82
53.92	97.19	90.66	94.61	100.00
60.41	99.45	99.45	96.05	96.05
57.20	99.43	99.43	94.79	94.79
56.72	100.00	100.00	95.15	95.15
42.61	67.54	67.54	61.74	61.74
55.97	91.70	91.70	99.78	99.78
44.69	68.08	68.08	58.04	58.04
50.64	87.19	96.06	99.13	82.46
41.20	64.66	64.66	53.91	53.91
40.24	80.74	98.85	89.78	80.87
53.44	87.90	87.90	26.15	26.15
79.87	100.00	100.00	27.10	27.10
48.49	89.25	89.25	25.89	25.89
59.15	92.45	92.45	26.49	26.49
50.16	99.36	99.36	26.75	26.75
51.76	96.31	96.31	26.49	26.49
35.17	83.29	83.29	85.68	85.68
50.56	80.00	100.00	77.49	100.00
37.32	89.17	89.17	85.42	85.42
39.65	88.06	88.06	86.45	86.45
31.86	93.52	93.52	84.40	84.40
29.33	92.82	92.82	83.38	83.38
80.07	97.44	97.44	98.05	98.05
93.61	100.00	100.00	99.68	99.68
79.14	94.97	94.97	98.37	98.37
80.40	97.41	97.41	98.05	98.05
75.83	97.73	97.73	98.37	98.37
76.67	79.58	79.58	95.54	95.54
79.61	98.70	98.70	55.17	55.17
89.18	100.00	100.00	55.35	55.35
76.24	90.99	90.99	54.99	54.99
82.30	99.02	99.02	55.35	55.35
60.42	94.83	94.83	52.45	52.45
62.14	100.00	100.00	55.35	55.35
67.22	99.34	99.34	99.34	99.34
95.05	100.00	100.00	99.67	99.67
55.48	78.27	78.27	98.68	98.68
70.63	99.02	99.02	99.67	99.67
67.43	99.67	99.67	99.67	99.67
63.41	92.28	92.28	94.08	94.08
54.97	76.73	97.49	92.06	83.84
78.01	85.37	85.37	93.45	93.45
43.88	80.42	80.42	91.27	91.27
52.78	80.76	99.50	93.06	85.71
49.91	83.09	96.18	91.27	82.17
38.43	84.02	84.02	92.06	92.06
67.62	100.00	100.00	99.51	99.51
59.22	97.81	97.81	84.04	84.04
65.55	99.04	99.04	99.03	99.03
51.78	96.52	96.52	93.78	93.78
65.38	100.00	100.00	99.52	99.52
60.48	100.00	100.00	99.52	99.52
77.25	90.76	90.76	91.26	91.26
91.76	100.00	100.00	93.99	93.99
75.44	87.24	87.24	93.44	93.44
73.49	93.26	93.26	90.71	90.71
73.26	98.85	98.85	93.99	93.99
73.68	98.28	98.28	93.44	93.44
76.82	100.00	100.00	99.34	99.34
92.72	100.00	100.00	99.34	99.34
69.54	100.00	100.00	99.34	99.34
76.82	100.00	100.00	99.34	99.34
76.16	100.00	100.00	99.34	99.34
72.67	99.34	99.34	98.68	98.68
65.93	98.91	98.91	2.00	2.00
93.48	100.00	100.00	98.92	98.92
73.63	100.00	100.00	2.00	2.00
71.59	95.65	95.65	94.62	94.62
60.00	47.87	47.87	0.95	0.95
68.48	100.00	100.00	2.02	2.02
83.57	92.72	92.72	92.05	92.05
92.81	92.67	92.67	92.05	92.05
80.29	89.47	89.47	90.73	90.73
85.71	92.72	92.72	92.05	92.05
81.45	89.21	89.21	82.12	82.12
78.15	86.86	86.86	78.81	78.81
48.68	92.96	92.96	94.87	94.87
78.35	100.00	100.00	99.49	99.49
48.94	94.47	94.47	94.36	94.36
48.73	98.50	98.50	98.97	98.97
59.03	65.90	65.90	73.85	73.85
56.33	73.02	73.02	80.51	80.51
77.85	98.68	98.68	97.39	97.39
88.00	100.00	100.00	98.04	98.04
73.83	77.60	77.60	97.39	97.39
79.19	98.03	98.03	97.39	97.39
71.52	100.00	100.00	98.69	98.69
65.10	86.63	86.63	97.39	97.39
56.98	98.34	98.34	98.88	98.88
77.17	99.46	99.46	98.88	98.88
36.67	66.67	66.67	63.48	63.48
58.79	98.91	98.91	98.88	98.88
51.15	97.18	97.18	97.19	97.19
46.15	89.89	89.89	91.57	91.57
57.52	96.23	96.23	95.27	95.27
72.50	100.00	100.00	99.25	99.25
52.56	93.37	93.37	96.62	96.62
55.70	99.37	99.37	97.97	97.97
51.66	96.18	96.18	92.48	92.48
50.32	98.73	98.73	96.62	96.62
51.10	97.41	97.41	90.18	90.18
70.10	99.92	99.92	99.83	99.83
50.99	89.75	89.75	89.75	89.75
51.82	84.23	84.23	92.21	92.21
49.17	98.50	98.50	91.11	91.11
49.36	98.51	98.51	91.45	91.45
61.59	97.39	97.39	98.04	98.04
84.21	100.00	100.00	99.35	99.35
57.24	83.89	83.89	96.73	96.73
56.58	98.05	98.05	71.90	71.90
52.00	96.75	96.75	70.00	70.00
56.95	98.05	98.05	70.95	70.95
48.23	95.20	95.20	93.25	93.25
86.05	100.00	100.00	99.61	99.61
48.11	95.04	95.04	93.74	93.74
48.95	95.45	95.45	93.84	93.84
50.41	95.64	95.64	92.95	92.95
47.98	95.86	95.86	93.05	93.05
57.63	76.89	76.89	84.44	84.44
85.02	100.00	100.00	99.78	99.78
49.29	85.28	85.28	93.33	93.33
58.12	86.73	86.73	87.56	87.56
62.78	89.29	89.29	87.11	87.11
65.33	90.85	90.85	87.56	87.56
48.71	86.75	86.75	48.96	48.96
86.84	92.30	92.30	90.68	90.68
46.99	95.04	95.04	49.04	49.04
56.98	91.93	91.93	49.76	49.76
51.32	91.64	91.64	48.40	48.40
52.11	94.11	94.11	48.88	48.88
73.03	95.37	95.37	97.63	97.63
90.97	100.00	100.00	99.78	99.78
66.00	96.38	96.38	97.42	97.42
73.89	95.55	95.55	97.20	97.20
71.75	99.10	99.10	95.91	95.91
69.62	85.01	85.01	96.99	96.99
59.09	97.33	97.33	64.50	64.50
86.26	97.26	97.26	64.50	64.50
55.75	97.84	97.84	64.70	64.70
61.23	97.33	97.33	64.50	64.50
52.24	98.68	98.68	65.10	65.10
33.37	96.63	96.63	64.23	64.23
64.28	100.00	100.00	98.46	98.46
92.04	98.48	98.48	99.76	99.76
64.29	100.00	100.00	99.88	99.88
63.84	100.00	100.00	98.46	98.46
64.42	100.00	100.00	96.33	96.33
62.72	100.00	100.00	99.88	99.88
50.40	92.33	92.33	69.49	69.49
76.71	97.09	97.09	73.24	73.24
50.48	82.52	82.52	58.39	58.39
56.22	80.09	80.09	58.39	58.39
57.16	77.59	77.59	51.68	51.68
52.97	77.07	77.07	51.36	51.36
46.32	99.73	99.73	29.81	29.81
74.25	100.00	100.00	29.89	29.89
42.24	99.74	99.74	29.81	29.81
46.78	99.73	99.73	29.81	29.81
48.79	99.69	99.69	26.67	26.67
43.64	99.61	99.61	29.77	29.77
52.09	98.47	98.47	90.09	90.09
76.64	100.00	100.00	99.32	99.32
42.65	98.45	98.45	89.99	89.99
55.17	98.51	98.51	89.21	89.21
44.99	98.57	98.57	88.92	88.92
27.45	99.22	99.22	89.21	89.21
25.95	96.33	96.33	87.77	87.77
80.72	96.29	96.29	95.43	95.43
28.20	75.73	75.73	43.02	43.02
23.10	97.91	97.91	86.11	86.11
46.75	97.23	97.23	89.78	89.78
51.49	97.21	97.21	89.38	89.38
66.71	95.23	74.51	90.08	100.00
85.08	98.90	98.90	97.05	97.05
63.03	93.75	93.75	88.20	88.20
62.35	90.25	90.25	86.60	86.60
63.88	91.53	91.53	89.28	89.28
63.24	92.62	92.62	90.62	90.62
38.58	93.05	93.05	85.33	85.33
62.42	95.29	95.29	87.47	87.47
33.98	88.72	88.72	81.33	81.33
51.54	59.10	59.10	60.53	60.53
42.13	72.11	72.11	57.60	57.60
30.30	98.73	98.73	83.47	83.47
50.19	81.79	81.79	27.36	27.36
83.09	98.93	98.93	99.28	99.28
49.80	83.83	83.83	27.25	27.25
47.27	92.39	92.39	27.36	27.36
48.03	75.42	75.42	82.08	82.08
39.42	75.64	75.64	81.42	81.42
41.79	93.52	100.00	57.02	88.00
85.92	63.39	63.39	16.03	16.03
38.89	99.07	100.00	57.02	92.31
41.76	93.52	100.00	57.02	60.31
38.39	98.21	100.00	57.54	92.99
46.86	100.00	100.00	57.02	64.00
50.97	85.50	85.50	58.75	58.75
62.96	86.31	86.31	59.64	59.64
47.82	85.50	85.50	58.24	58.24
51.66	88.80	88.80	57.47	57.47
45.91	85.69	85.69	60.03	60.03
47.50	85.28	85.28	60.03	60.03
52.38	81.41	75.07	77.02	79.28
75.44	77.10	77.10	54.49	54.49
48.97	86.50	74.42	79.79	80.80
51.89	84.99	80.78	79.79	82.67
47.90	89.60	89.60	78.18	78.18
46.49	83.15	83.15	78.18	78.18
49.12	95.23	95.23	95.92	95.92
79.05	95.83	95.83	59.73	59.73
49.09	93.10	93.10	93.79	93.79
52.83	92.82	92.82	93.40	93.40
46.29	100.00	100.00	87.38	87.38
51.12	95.25	95.25	93.01	93.01
41.80	95.70	100.00	37.35	100.00
76.25	97.04	97.04	39.19	39.19
45.54	95.97	100.00	36.96	100.00
45.12	94.70	100.00	37.35	100.00
42.48	94.65	94.65	38.93	38.93
39.74	88.62	100.00	37.35	100.00
34.74	91.95	91.95	94.36	94.36
58.99	88.50	88.50	94.36	94.36
36.82	92.81	92.81	92.65	92.65
37.76	86.11	86.11	88.03	88.03
27.17	56.33	56.33	21.10	21.10
26.26	64.85	64.85	78.80	78.80
22.87	81.98	81.98	67.35	67.35
79.01	99.38	99.38	99.59	99.59
23.89	94.79	94.79	82.34	82.34
24.01	83.30	83.30	78.23	78.23
23.92	90.97	90.97	84.19	84.19
52.80	100.00	100.00	99.66	99.66
84.86	80.58	80.58	87.76	87.76
54.67	99.65	99.65	99.32	99.32
50.47	100.00	100.00	90.07	90.07
54.39	99.82	99.82	98.97	98.97
47.46	100.00	100.00	99.66	99.66
39.90	89.86	89.86	82.33	82.33
77.76	100.00	100.00	88.85	88.85
33.67	99.10	99.10	93.17	93.17
43.80	95.63	95.63	93.17	93.17
33.79	96.34	96.34	94.58	94.58
36.33	98.86	98.86	88.13	88.13
42.57	81.12	81.12	37.34	37.34
68.99	86.19	86.19	39.63	39.63
38.65	91.25	91.25	36.68	36.68
45.47	82.17	82.17	36.56	36.56
41.03	86.41	86.41	37.40	37.40
40.15	82.03	82.03	37.16	37.16
50.32	89.52	89.52	74.16	74.16
73.45	97.13	97.13	80.86	80.86
42.77	92.86	92.86	72.73	72.73
56.29	91.91	91.91	74.40	74.40
49.51	91.34	91.34	72.97	72.97
47.51	98.37	98.37	71.29	71.29
49.86	66.97	66.97	66.17	66.17
79.78	86.79	86.79	84.84	84.84
47.62	57.03	57.03	64.33	64.33
44.29	77.03	77.03	88.35	88.35
47.64	67.14	67.14	67.84	67.84
33.87	83.47	83.47	71.90	71.90
40.31	98.59	98.59	99.78	99.78
77.03	100.00	100.00	99.78	99.78
35.57	95.36	95.36	99.78	99.78
40.72	99.06	99.06	99.78	99.78
32.97	98.85	98.85	99.55	99.55
38.35	94.48	70.78	95.51	85.18
58.43	95.12	95.12	98.60	98.60
81.02	100.00	100.00	99.77	99.77
56.74	90.21	90.21	98.60	98.60
57.02	90.62	90.62	94.40	94.40
58.04	92.20	92.20	93.84	93.84
59.65	90.54	90.54	94.96	94.96
50.26	98.71	98.71	63.59	63.59
80.30	98.77	98.77	62.93	62.93
46.37	94.15	94.15	62.44	62.44
51.81	98.71	98.71	63.59	63.59
40.05	96.58	96.58	64.09	64.09
37.56	93.71	93.71	62.11	62.11
76.69	92.03	92.03	97.48	97.48
88.97	99.31	99.31	99.32	99.32
73.54	92.33	92.33	94.28	94.28
76.48	99.77	99.77	99.77	99.77
64.06	99.08	99.08	98.40	98.40
67.87	94.51	94.51	95.42	95.42
74.68	93.82	93.82	41.74	41.74
93.58	98.04	98.04	44.60	44.60
75.63	94.93	94.93	43.83	43.83
83.20	91.15	91.15	41.96	41.96
76.23	99.49	99.49	42.40	42.40
76.03	84.81	84.81	39.65	39.65
80.05	98.75	98.75	94.29	94.29
96.30	100.00	100.00	96.19	96.19
78.35	93.03	93.03	92.38	92.38
81.68	96.55	96.55	97.04	97.04
80.15	97.52	97.52	93.57	93.57
74.55	95.80	95.80	92.62	92.62
79.86	96.30	96.30	97.66	97.66
96.24	100.00	100.00	99.77	99.77
77.00	94.94	94.94	96.72	96.72
81.19	97.00	97.00	98.36	98.36
74.29	95.89	95.89	97.89	97.89
69.77	94.22	94.22	96.02	96.02
56.08	60.19	60.19	51.91	51.91
85.06	90.91	100.00	65.01	78.54
56.47	60.50	100.00	57.42	62.66
57.85	61.87	100.00	59.40	67.22
56.05	66.71	100.00	60.52	69.31
48.19	80.86	100.00	65.37	81.19
44.66	95.93	95.93	93.56	93.56
78.98	99.73	99.73	99.87	99.87
41.23	90.05	90.05	94.63	94.63
51.20	88.92	88.92	75.70	75.70
44.92	90.53	90.53	94.09	94.09
46.17	87.73	87.73	87.92	87.92
31.99	82.65	82.65	85.62	85.62
60.39	98.71	100.00	97.77	100.00
33.21	83.65	83.65	85.03	85.03
32.91	84.57	100.00	92.01	100.00
31.65	85.57	100.00	92.65	100.00
32.03	96.32	100.00	92.36	100.00
37.41	94.98	94.98	65.62	65.62
75.25	98.98	98.98	65.85	65.85
41.81	93.27	93.27	66.52	66.52
34.98	86.71	100.00	61.38	100.00
33.22	93.71	93.71	96.72	96.72
30.53	93.15	93.15	93.11	93.11
61.65	70.05	70.05	71.27	71.27
86.00	80.00	80.00	81.30	81.30
54.07	88.82	88.82	83.20	83.20
57.37	85.60	85.60	83.47	83.47
54.37	98.39	98.39	81.84	81.84
